WeekEnding,HSCP,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20200927,S37000004,All,d,Paediatrics (medical),,9,10.5,-14.3
20200927,S37000004,All,d,Surgery,,69,101.5,-32
20200927,S37000005,All,d,Accident & Emergency,,6,10,-40
20200927,S37000005,All,d,All,d,364,503.5,-27.7
20200927,S37000005,All,d,Cardiology,,7,8,-12.5
20200927,S37000005,All,d,Gynaecology,,8,20.5,-61
20200927,S37000005,All,d,Medical (excl. Cardiology & Cancer),,181,271,-33.2
20200927,S37000005,All,d,Medical (incl. Cardiology & Cancer),,189,282,-33
20200927,S37000005,All,d,Paediatrics (medical & surgical),,48,40.5,18.5
20200927,S37000005,All,d,Paediatrics (medical),,46,40,15
20200927,S37000005,All,d,Surgery,,113,150,-24.7
20200927,S37000006,All,d,All,d,398,467,-14.8
20200927,S37000006,All,d,Cancer,,8,5,60
20200927,S37000006,All,d,Cardiology,,6,3.5,71.4
20200927,S37000006,All,d,Community,,22,32,-31.2
20200927,S37000006,All,d,Gynaecology,,14,19.5,-28.2
20200927,S37000006,All,d,Medical (excl. Cardiology & Cancer),,193,214.5,-10
20200927,S37000006,All,d,Medical (incl. Cardiology & Cancer),,207,223,-7.2
20200927,S37000006,All,d,Paediatrics (medical & surgical),,34,50,-32
20200927,S37000006,All,d,Paediatrics (medical),,34,48.5,-29.9
20200927,S37000006,All,d,Surgery,,121,142.5,-15.1
20200927,S37000007,All,d,Accident & Emergency,,33,32.5,1.5
20200927,S37000007,All,d,All,d,448,420,6.7
20200927,S37000007,All,d,Cancer,,6,8.5,-29.4
20200927,S37000007,All,d,Cardiology,,9,14,-35.7
20200927,S37000007,All,d,Gynaecology,,14,15,-6.7
20200927,S37000007,All,d,Medical (excl. Cardiology & Cancer),,205,173,18.5
20200927,S37000007,All,d,Medical (incl. Cardiology & Cancer),,220,195.5,12.5
20200927,S37000007,All,d,Paediatrics (medical & surgical),,42,53,-20.8
20200927,S37000007,All,d,Paediatrics (medical),,42,51,-17.6
20200927,S37000007,All,d,Surgery,,139,122.5,13.5
20200927,S37000008,All,d,All,d,309,365.5,-15.5
20200927,S37000008,All,d,Cardiology,,6,6.5,-7.7
20200927,S37000008,All,d,Medical (excl. Cardiology & Cancer),,184,201.5,-8.7
20200927,S37000008,All,d,Medical (incl. Cardiology & Cancer),,191,209.5,-8.8
20200927,S37000008,All,d,Paediatrics (medical & surgical),,31,47.5,-34.7
20200927,S37000008,All,d,Paediatrics (medical),,31,47,-34
20200927,S37000008,All,d,Surgery,,83,99.5,-16.6
20200927,S37000009,All,d,All,d,278,285.5,-2.6
20200927,S37000009,All,d,Cancer,,6,4,50
20200927,S37000009,All,d,Cardiology,,9,16,-43.8
20200927,S37000009,All,d,Gynaecology,,9,7.5,20
20200927,S37000009,All,d,Medical (excl. Cardiology & Cancer),,113,125.5,-10
20200927,S37000009,All,d,Medical (incl. Cardiology & Cancer),,128,145.5,-12
20200927,S37000009,All,d,Paediatrics (medical & surgical),,12,22,-45.5
20200927,S37000009,All,d,Paediatrics (medical),,10,19.5,-48.7
20200927,S37000009,All,d,Surgery,,128,108,18.5
20200927,S37000010,All,d,Accident & Emergency,,26,11,136.4
20200927,S37000010,All,d,All,d,246,248,-0.8
20200927,S37000010,All,d,Cancer,,11,10,10
20200927,S37000010,All,d,Gynaecology,,5,6.5,-23.1
20200927,S37000010,All,d,Medical (excl. Cardiology & Cancer),,113,108,4.6
20200927,S37000010,All,d,Medical (incl. Cardiology & Cancer),,128,123.5,3.6
20200927,S37000010,All,d,Paediatrics (medical & surgical),,10,24,-58.3
20200927,S37000010,All,d,Paediatrics (medical),,10,22,-54.5
20200927,S37000010,All,d,Surgery,,76,83,-8.4
20200927,S37000011,All,d,All,d,207,213,-2.8
20200927,S37000011,All,d,Cardiology,,8,10.5,-23.8
20200927,S37000011,All,d,Gynaecology,,5,6,-16.7
20200927,S37000011,All,d,Medical (excl. Cardiology & Cancer),,110,94.5,16.4
20200927,S37000011,All,d,Medical (incl. Cardiology & Cancer),,121,109,11
20200927,S37000011,All,d,Paediatrics (medical & surgical),,9,19.5,-53.8
20200927,S37000011,All,d,Paediatrics (medical),,8,16.5,-51.5
20200927,S37000011,All,d,Surgery,,69,78,-11.5
20200927,S37000012,All,d,Accident & Emergency,,114,58,96.6
20200927,S37000012,All,d,All,d,999,1094.5,-8.7
20200927,S37000012,All,d,Cancer,,52,54.5,-4.6
20200927,S37000012,All,d,Cardiology,,22,29,-24.1
20200927,S37000012,All,d,Gynaecology,,30,34,-11.8
20200927,S37000012,All,d,Medical (excl. Cardiology & Cancer),,460,493.5,-6.8
20200927,S37000012,All,d,Medical (incl. Cardiology & Cancer),,534,577,-7.5
20200927,S37000012,All,d,Paediatrics (medical & surgical),,54,72.5,-25.5
20200927,S37000012,All,d,Paediatrics (medical),,51,65.5,-22.1
20200927,S37000012,All,d,Surgery,,267,353,-24.4
20200927,S37000013,All,d,All,d,409,581,-29.6
20200927,S37000013,All,d,Gynaecology,,16,30,-46.7
20200927,S37000013,All,d,Medical (excl. Cardiology & Cancer),,226,323.5,-30.1
20200927,S37000013,All,d,Medical (incl. Cardiology & Cancer),,232,337,-31.2
20200927,S37000013,All,d,Paediatrics (medical & surgical),,43,69,-37.7
20200927,S37000013,All,d,Paediatrics (medical),,39,66.5,-41.4
20200927,S37000013,All,d,Surgery,,115,139,-17.3
20200927,S37000016,All,d,All,d,585,712.5,-17.9
20200927,S37000016,All,d,Cancer,,6,5,20
20200927,S37000016,All,d,Cardiology,,14,13.5,3.7
20200927,S37000016,All,d,Community,,31,46,-32.6
20200927,S37000016,All,d,Gynaecology,,18,26.5,-32.1
20200927,S37000016,All,d,Medical (excl. Cardiology & Cancer),,271,311,-12.9
20200927,S37000016,All,d,Medical (incl. Cardiology & Cancer),,291,329.5,-11.7
20200927,S37000016,All,d,Paediatrics (medical & surgical),,55,62,-11.3
20200927,S37000016,All,d,Paediatrics (medical),,55,61,-9.8
20200927,S37000016,All,d,Surgery,,188,247,-23.9
20200927,S37000017,All,d,All,d,193,257,-24.9
20200927,S37000017,All,d,Gynaecology,,9,7.5,20
20200927,S37000017,All,d,Medical (excl. Cardiology & Cancer),,98,148.5,-34
20200927,S37000017,All,d,Medical (incl. Cardiology & Cancer),,104,153,-32
20200927,S37000017,All,d,Paediatrics (medical & surgical),,15,12,25
20200927,S37000017,All,d,Paediatrics (medical),,13,10,30
20200927,S37000017,All,d,Surgery,,65,83,-21.7
20200927,S37000018,All,d,Accident & Emergency,,21,13.5,55.6
20200927,S37000018,All,d,All,d,181,226.5,-20.1
20200927,S37000018,All,d,Cancer,,6,13,-53.8
20200927,S37000018,All,d,Gynaecology,,9,8.5,5.9
20200927,S37000018,All,d,Medical (excl. Cardiology & Cancer),,91,95,-4.2
20200927,S37000018,All,d,Medical (incl. Cardiology & Cancer),,100,114,-12.3
20200927,S37000018,All,d,Surgery,,47,70,-32.9
20200927,S37000019,All,d,Accident & Emergency,,23,6.5,253.8
20200927,S37000019,All,d,All,d,187,221.5,-15.6
20200927,S37000019,All,d,Community,,9,10,-10
20200927,S37000019,All,d,Medical (excl. Cardiology & Cancer),,72,85,-15.3
20200927,S37000019,All,d,Medical (incl. Cardiology & Cancer),,74,92.5,-20
20200927,S37000019,All,d,Paediatrics (medical & surgical),,22,30,-26.7
20200927,S37000019,All,d,Paediatrics (medical),,20,28.5,-29.8
20200927,S37000019,All,d,Surgery,,55,80.5,-31.7
20200927,S37000020,All,d,All,d,351,400.5,-12.4
20200927,S37000020,All,d,Cardiology,,7,4.5,55.6
20200927,S37000020,All,d,Medical (excl. Cardiology & Cancer),,200,207,-3.4
20200927,S37000020,All,d,Medical (incl. Cardiology & Cancer),,210,218,-3.7
20200927,S37000020,All,d,Paediatrics (medical & surgical),,25,40.5,-38.3
20200927,S37000020,All,d,Paediatrics (medical),,23,39,-41
20200927,S37000020,All,d,Surgery,,112,128.5,-12.8
20200927,S37000022,All,d,All,d,46,59,-22
20200927,S37000022,All,d,Medical (excl. Cardiology & Cancer),,22,31,-29
20200927,S37000022,All,d,Medical (incl. Cardiology & Cancer),,24,31.5,-23.8
20200927,S37000022,All,d,Surgery,,19,27,-29.6
20200927,S37000024,All,d,All,d,425,491,-13.4
20200927,S37000024,All,d,Cardiology,,12,26.5,-54.7
20200927,S37000024,All,d,Gynaecology,,16,22,-27.3
20200927,S37000024,All,d,Medical (excl. Cardiology & Cancer),,225,244.5,-8
20200927,S37000024,All,d,Medical (incl. Cardiology & Cancer),,240,279,-14
20200927,S37000024,All,d,Paediatrics (medical & surgical),,21,36.5,-42.5
20200927,S37000024,All,d,Paediatrics (medical),,18,33,-45.5
20200927,S37000024,All,d,Surgery,,142,147.5,-3.7
20200927,S37000025,All,d,All,d,268,321,-16.5
20200927,S37000025,All,d,Cancer,,5,5,0
20200927,S37000025,All,d,Cardiology,,17,17,0
20200927,S37000025,All,d,Community,,21,15,40
20200927,S37000025,All,d,Medical (excl. Cardiology & Cancer),,129,143,-9.8
20200927,S37000025,All,d,Medical (incl. Cardiology & Cancer),,151,165,-8.5
20200927,S37000025,All,d,Paediatrics (medical & surgical),,18,40,-55
20200927,S37000025,All,d,Paediatrics (medical),,18,39,-53.8
20200927,S37000025,All,d,Surgery,,77,100,-23
20200927,S37000026,All,d,All,d,37,59,-37.3
20200927,S37000026,All,d,Medical (excl. Cardiology & Cancer),,16,24.5,-34.7
20200927,S37000026,All,d,Medical (incl. Cardiology & Cancer),,17,27.5,-38.2
20200927,S37000026,All,d,Surgery,,18,27,-33.3
20200927,S37000027,All,d,Accident & Emergency,,5,7.5,-33.3
20200927,S37000027,All,d,All,d,294,391.5,-24.9
20200927,S37000027,All,d,Medical (excl. Cardiology & Cancer),,183,221,-17.2
20200927,S37000027,All,d,Medical (incl. Cardiology & Cancer),,188,231,-18.6
20200927,S37000027,All,d,Paediatrics (medical & surgical),,22,42.5,-48.2
20200927,S37000027,All,d,Paediatrics (medical),,22,41,-46.3
20200927,S37000027,All,d,Surgery,,78,109.5,-28.8
20200927,S37000028,All,d,Accident & Emergency,,7,4.5,55.6
20200927,S37000028,All,d,All,d,821,956,-14.1
20200927,S37000028,All,d,Cancer,,11,7.5,46.7
20200927,S37000028,All,d,Cardiology,,45,46,-2.2
20200927,S37000028,All,d,Gynaecology,,16,24,-33.3
20200927,S37000028,All,d,Medical (excl. Cardiology & Cancer),,391,453,-13.7
20200927,S37000028,All,d,Medical (incl. Cardiology & Cancer),,447,506.5,-11.7
20200927,S37000028,All,d,Paediatrics (medical & surgical),,104,125,-16.8
20200927,S37000028,All,d,Paediatrics (medical),,101,122.5,-17.6
20200927,S37000028,All,d,Surgery,,247,295.5,-16.4
20200927,S37000029,All,d,All,d,269,303,-11.2
20200927,S37000029,All,d,Gynaecology,,8,8,0
20200927,S37000029,All,d,Medical (excl. Cardiology & Cancer),,152,152,0
20200927,S37000029,All,d,Medical (incl. Cardiology & Cancer),,158,162.5,-2.8
20200927,S37000029,All,d,Paediatrics (medical & surgical),,21,24.5,-14.3
20200927,S37000029,All,d,Paediatrics (medical),,20,22.5,-11.1
20200927,S37000029,All,d,Surgery,,81,103,-21.4
20200927,S37000030,All,d,Accident & Emergency,,35,46.5,-24.7
20200927,S37000030,All,d,All,d,486,529.5,-8.2
20200927,S37000030,All,d,Cancer,,10,6.5,53.8
20200927,S37000030,All,d,Cardiology,,10,11.5,-13
20200927,S37000030,All,d,Gynaecology,,9,14.5,-37.9
20200927,S37000030,All,d,Medical (excl. Cardiology & Cancer),,268,227.5,17.8
20200927,S37000030,All,d,Medical (incl. Cardiology & Cancer),,288,245.5,17.3
20200927,S37000030,All,d,Paediatrics (medical & surgical),,44,69,-36.2
20200927,S37000030,All,d,Paediatrics (medical),,39,65,-40
20200927,S37000030,All,d,Paediatrics (surgical),,5,4,25
20200927,S37000030,All,d,Surgery,,110,154,-28.6
20200927,S37000031,All,d,All,d,83,97,-14.4
20200927,S37000031,All,d,Community,,7,14,-50
20200927,S37000031,All,d,Medical (excl. Cardiology & Cancer),,37,37.5,-1.3
20200927,S37000031,All,d,Medical (incl. Cardiology & Cancer),,37,41,-9.8
20200927,S37000031,All,d,Surgery,,35,37,-5.4
20200927,S37000032,All,d,Accident & Emergency,,73,72,1.4
20200927,S37000032,All,d,All,d,957,1139,-16
20200927,S37000032,All,d,Cancer,,7,13.5,-48.1
20200927,S37000032,All,d,Cardiology,,48,49,-2
20200927,S37000032,All,d,Community,,7,16,-56.2
20200927,S37000032,All,d,Gynaecology,,36,32,12.5
20200927,S37000032,All,d,Medical (excl. Cardiology & Cancer),,429,495,-13.3
20200927,S37000032,All,d,Medical (incl. Cardiology & Cancer),,484,557.5,-13.2
20200927,S37000032,All,d,Paediatrics (medical & surgical),,73,108.5,-32.7
20200927,S37000032,All,d,Paediatrics (medical),,69,104.5,-34
20200927,S37000032,All,d,Surgery,,284,353,-19.5
20200927,S37000033,All,d,Accident & Emergency,,6,7,-14.3
20200927,S37000033,All,d,All,d,408,390,4.6
20200927,S37000033,All,d,Cancer,,9,9,0
20200927,S37000033,All,d,Cardiology,,17,11,54.5
20200927,S37000033,All,d,Community,,6,9,-33.3
20200927,S37000033,All,d,Gynaecology,,13,9.5,36.8
20200927,S37000033,All,d,Medical (excl. Cardiology & Cancer),,209,182.5,14.5
20200927,S37000033,All,d,Medical (incl. Cardiology & Cancer),,235,202.5,16
20200927,S37000033,All,d,Paediatrics (medical & surgical),,31,33.5,-7.5
20200927,S37000033,All,d,Paediatrics (medical),,31,32.5,-4.6
20200927,S37000033,All,d,Surgery,,117,128.5,-8.9
20200927,S37000034,All,d,Accident & Emergency,,31,26.5,17
20200927,S37000034,All,d,All,d,1628,1793,-9.2
20200927,S37000034,All,d,Cancer,,20,22.5,-11.1
20200927,S37000034,All,d,Cardiology,,50,70,-28.6
20200927,S37000034,All,d,Gynaecology,,45,57,-21.1
20200927,S37000034,All,d,Medical (excl. Cardiology & Cancer),,856,916.5,-6.6
20200927,S37000034,All,d,Medical (incl. Cardiology & Cancer),,926,1009,-8.2
20200927,S37000034,All,d,Paediatrics (medical & surgical),,98,126.5,-22.5
20200927,S37000034,All,d,Paediatrics (medical),,84,114,-26.3
20200927,S37000034,All,d,Paediatrics (surgical),,14,12.5,12
20200927,S37000034,All,d,Surgery,,527,572.5,-7.9
20200927,S37000035,All,d,All,d,910,1094.5,-16.9
20200927,S37000035,All,d,Cancer,,6,8.5,-29.4
20200927,S37000035,All,d,Cardiology,,42,47,-10.6
20200927,S37000035,All,d,Gynaecology,,24,23,4.3
20200927,S37000035,All,d,Medical (excl. Cardiology & Cancer),,495,590.5,-16.2
20200927,S37000035,All,d,Medical (incl. Cardiology & Cancer),,543,646,-15.9
20200927,S37000035,All,d,Paediatrics (medical & surgical),,81,145,-44.1
20200927,S37000035,All,d,Paediatrics (medical),,78,141,-44.7
20200927,S37000035,All,d,Surgery,,259,274.5,-5.6
20201004,S37000001,All,d,All,d,455,545,-16.5
20201004,S37000001,All,d,Cancer,,13,11.5,13
20201004,S37000001,All,d,Cardiology,,13,12,8.3
20201004,S37000001,All,d,Medical (excl. Cardiology & Cancer),,222,229.5,-3.3
20201004,S37000001,All,d,Medical (incl. Cardiology & Cancer),,248,253,-2
20201004,S37000001,All,d,Paediatrics (medical & surgical),,40,49.5,-19.2
20201004,S37000001,All,d,Paediatrics (medical),,36,45.5,-20.9
20201004,S37000001,All,d,Surgery,,162,199.5,-18.8
20201004,S37000002,All,d,All,d,481,588,-18.2
20201004,S37000002,All,d,Cancer,,8,19,-57.9
20201004,S37000002,All,d,Cardiology,,18,16,12.5
20201004,S37000002,All,d,Community,,28,36.5,-23.3
20201004,S37000002,All,d,Medical (excl. Cardiology & Cancer),,176,199.5,-11.8
20201004,S37000002,All,d,Medical (incl. Cardiology & Cancer),,202,234.5,-13.9
20201004,S37000002,All,d,Paediatrics (medical & surgical),,40,54,-25.9
20201004,S37000002,All,d,Paediatrics (medical),,34,48.5,-29.9
20201004,S37000002,All,d,Paediatrics (surgical),,6,5.5,9.1
20201004,S37000002,All,d,Surgery,,205,230.5,-11.1
20201004,S37000003,All,d,Accident & Emergency,,17,16.5,3
20201004,S37000003,All,d,All,d,269,295.5,-9
20201004,S37000003,All,d,Cancer,,7,8,-12.5
20201004,S37000003,All,d,Cardiology,,8,10.5,-23.8
20201004,S37000003,All,d,Gynaecology,,9,8,12.5
20201004,S37000003,All,d,Medical (excl. Cardiology & Cancer),,129,131.5,-1.9
20201004,S37000003,All,d,Medical (incl. Cardiology & Cancer),,144,150,-4
20201004,S37000003,All,d,Paediatrics (medical & surgical),,20,29,-31
20201004,S37000003,All,d,Paediatrics (medical),,20,27.5,-27.3
20201004,S37000003,All,d,Surgery,,79,90,-12.2
20201004,S37000004,All,d,All,d,194,251.5,-22.9
20201004,S37000004,All,d,Cancer,,7,5,40
20201004,S37000004,All,d,Cardiology,,5,5.5,-9.1
20201004,S37000004,All,d,Community,,31,51,-39.2
20201004,S37000004,All,d,Medical (excl. Cardiology & Cancer),,68,85.5,-20.5
20201004,S37000004,All,d,Medical (incl. Cardiology & Cancer),,80,96,-16.7
20201004,S37000004,All,d,Paediatrics (medical & surgical),,11,8,37.5
20201004,S37000004,All,d,Paediatrics (medical),,8,7,14.3
20201004,S37000004,All,d,Surgery,,69,87.5,-21.1
20201004,S37000005,All,d,All,d,333,524.5,-36.5
20201004,S37000005,All,d,Cardiology,,7,11.5,-39.1
20201004,S37000005,All,d,Gynaecology,,14,12.5,12
20201004,S37000005,All,d,Medical (excl. Cardiology & Cancer),,188,285,-34
20201004,S37000005,All,d,Medical (incl. Cardiology & Cancer),,199,300,-33.7
20201004,S37000005,All,d,Paediatrics (medical & surgical),,31,54,-42.6
20201004,S37000005,All,d,Paediatrics (medical),,27,53,-49.1
20201004,S37000005,All,d,Surgery,,85,149.5,-43.1
20201004,S37000006,All,d,All,d,403,433,-6.9
20201004,S37000006,All,d,Cancer,,5,4.5,11.1
20201004,S37000006,All,d,Cardiology,,5,6.5,-23.1
20201004,S37000006,All,d,Community,,22,30,-26.7
20201004,S37000006,All,d,Gynaecology,,11,17,-35.3
20201004,S37000006,All,d,Medical (excl. Cardiology & Cancer),,199,190,4.7
20201004,S37000006,All,d,Medical (incl. Cardiology & Cancer),,209,201,4
20201004,S37000006,All,d,Paediatrics (medical & surgical),,31,48.5,-36.1
20201004,S37000006,All,d,Paediatrics (medical),,29,48,-39.6
20201004,S37000006,All,d,Surgery,,130,135.5,-4.1
20201004,S37000007,All,d,Accident & Emergency,,40,41,-2.4
20201004,S37000007,All,d,All,d,377,445,-15.3
20201004,S37000007,All,d,Cancer,,11,6,83.3
20201004,S37000007,All,d,Cardiology,,9,12,-25
20201004,S37000007,All,d,Gynaecology,,17,11.5,47.8
20201004,S37000007,All,d,Medical (excl. Cardiology & Cancer),,154,176,-12.5
20201004,S37000007,All,d,Medical (incl. Cardiology & Cancer),,174,194,-10.3
20201004,S37000007,All,d,Paediatrics (medical & surgical),,32,55,-41.8
20201004,S37000007,All,d,Paediatrics (medical),,30,52.5,-42.9
20201004,S37000007,All,d,Surgery,,114,139,-18
20201004,S37000008,All,d,Accident & Emergency,,12,4.5,166.7
20201004,S37000008,All,d,All,d,358,401.5,-10.8
20201004,S37000008,All,d,Cardiology,,8,10,-20
20201004,S37000008,All,d,Medical (excl. Cardiology & Cancer),,208,217,-4.1
20201004,S37000008,All,d,Medical (incl. Cardiology & Cancer),,217,230.5,-5.9
20201004,S37000008,All,d,Paediatrics (medical & surgical),,25,49.5,-49.5
20201004,S37000008,All,d,Paediatrics (medical),,24,49,-51
20201004,S37000008,All,d,Surgery,,104,116.5,-10.7
20201004,S37000009,All,d,All,d,259,287,-9.8
20201004,S37000009,All,d,Cardiology,,16,19,-15.8
20201004,S37000009,All,d,Medical (excl. Cardiology & Cancer),,125,125,0
20201004,S37000009,All,d,Medical (incl. Cardiology & Cancer),,143,148.5,-3.7
20201004,S37000009,All,d,Paediatrics (medical & surgical),,21,22,-4.5
20201004,S37000009,All,d,Paediatrics (medical),,19,20.5,-7.3
20201004,S37000009,All,d,Surgery,,90,108,-16.7
20201004,S37000010,All,d,Accident & Emergency,,26,10,160
20201004,S37000010,All,d,All,d,249,235,6
20201004,S37000010,All,d,Cancer,,13,11,18.2
20201004,S37000010,All,d,Cardiology,,7,6,16.7
20201004,S37000010,All,d,Gynaecology,,10,5,100
20201004,S37000010,All,d,Medical (excl. Cardiology & Cancer),,111,103,7.8
20201004,S37000010,All,d,Medical (incl. Cardiology & Cancer),,131,120,9.2
20201004,S37000010,All,d,Paediatrics (medical & surgical),,15,13.5,11.1
20201004,S37000010,All,d,Paediatrics (medical),,12,11,9.1
20201004,S37000010,All,d,Surgery,,66,86.5,-23.7
20201004,S37000011,All,d,All,d,204,218.5,-6.6
20201004,S37000011,All,d,Cardiology,,6,7,-14.3
20201004,S37000011,All,d,Gynaecology,,7,6.5,7.7
20201004,S37000011,All,d,Medical (excl. Cardiology & Cancer),,108,109,-0.9
20201004,S37000011,All,d,Medical (incl. Cardiology & Cancer),,118,121.5,-2.9
20201004,S37000011,All,d,Paediatrics (medical & surgical),,13,17.5,-25.7
20201004,S37000011,All,d,Paediatrics (medical),,12,15.5,-22.6
20201004,S37000011,All,d,Surgery,,64,72.5,-11.7
20201004,S37000012,All,d,Accident & Emergency,,99,56,76.8
20201004,S37000012,All,d,All,d,1061,1067.5,-0.6
20201004,S37000012,All,d,Cancer,,52,46,13
20201004,S37000012,All,d,Cardiology,,25,27,-7.4
20201004,S37000012,All,d,Gynaecology,,19,25.5,-25.5
20201004,S37000012,All,d,Medical (excl. Cardiology & Cancer),,476,483.5,-1.6
20201004,S37000012,All,d,Medical (incl. Cardiology & Cancer),,553,556.5,-0.6
20201004,S37000012,All,d,Paediatrics (medical & surgical),,45,86.5,-48
20201004,S37000012,All,d,Paediatrics (medical),,38,76,-50
20201004,S37000012,All,d,Paediatrics (surgical),,7,10.5,-33.3
20201004,S37000012,All,d,Surgery,,345,343,0.6
20201004,S37000013,All,d,All,d,419,627.5,-33.2
20201004,S37000013,All,d,Cardiology,,5,10.5,-52.4
20201004,S37000013,All,d,Gynaecology,,16,21.5,-25.6
20201004,S37000013,All,d,Medical (excl. Cardiology & Cancer),,250,351.5,-28.9
20201004,S37000013,All,d,Medical (incl. Cardiology & Cancer),,259,367,-29.4
20201004,S37000013,All,d,Paediatrics (medical & surgical),,41,79,-48.1
20201004,S37000013,All,d,Paediatrics (medical),,40,78,-48.7
20201004,S37000013,All,d,Surgery,,99,156,-36.5
20201004,S37000016,All,d,All,d,577,689.5,-16.3
20201004,S37000016,All,d,Cancer,,5,8,-37.5
20201004,S37000016,All,d,Cardiology,,9,9,0
20201004,S37000016,All,d,Community,,34,43,-20.9
20201004,S37000016,All,d,Gynaecology,,18,18,0
20201004,S37000016,All,d,Medical (excl. Cardiology & Cancer),,299,315,-5.1
20201004,S37000016,All,d,Medical (incl. Cardiology & Cancer),,313,332,-5.7
20201004,S37000016,All,d,Paediatrics (medical & surgical),,39,63,-38.1
20201004,S37000016,All,d,Paediatrics (medical),,38,62,-38.7
20201004,S37000016,All,d,Surgery,,171,233,-26.6
20201004,S37000017,All,d,All,d,196,247.5,-20.8
20201004,S37000017,All,d,Gynaecology,,9,6.5,38.5
20201004,S37000017,All,d,Medical (excl. Cardiology & Cancer),,110,144.5,-23.9
20201004,S37000017,All,d,Medical (incl. Cardiology & Cancer),,116,150.5,-22.9
20201004,S37000017,All,d,Paediatrics (medical & surgical),,10,12.5,-20
20201004,S37000017,All,d,Paediatrics (medical),,8,9.5,-15.8
20201004,S37000017,All,d,Surgery,,61,78,-21.8
20201004,S37000018,All,d,Accident & Emergency,,30,18.5,62.2
20201004,S37000018,All,d,All,d,219,242,-9.5
20201004,S37000018,All,d,Cancer,,10,13.5,-25.9
20201004,S37000018,All,d,Gynaecology,,9,8,12.5
20201004,S37000018,All,d,Medical (excl. Cardiology & Cancer),,97,111.5,-13
20201004,S37000018,All,d,Medical (incl. Cardiology & Cancer),,110,129.5,-15.1
20201004,S37000018,All,d,Paediatrics (medical & surgical),,8,18.5,-56.8
20201004,S37000018,All,d,Paediatrics (medical),,5,17.5,-71.4
20201004,S37000018,All,d,Surgery,,62,67.5,-8.1
20201004,S37000019,All,d,Accident & Emergency,,23,5,360
20201004,S37000019,All,d,All,d,191,215,-11.2
20201004,S37000019,All,d,Community,,5,6,-16.7
20201004,S37000019,All,d,Medical (excl. Cardiology & Cancer),,72,81,-11.1
20201004,S37000019,All,d,Medical (incl. Cardiology & Cancer),,76,86,-11.6
20201004,S37000019,All,d,Paediatrics (medical & surgical),,19,21.5,-11.6
20201004,S37000019,All,d,Paediatrics (medical),,18,21.5,-16.3
20201004,S37000019,All,d,Surgery,,66,92.5,-28.6
20201004,S37000020,All,d,All,d,354,481.5,-26.5
20201004,S37000020,All,d,Cardiology,,8,7.5,6.7
20201004,S37000020,All,d,Medical (excl. Cardiology & Cancer),,201,262.5,-23.4
20201004,S37000020,All,d,Medical (incl. Cardiology & Cancer),,213,272.5,-21.8
20201004,S37000020,All,d,Paediatrics (medical & surgical),,38,67.5,-43.7
20201004,S37000020,All,d,Paediatrics (medical),,37,66.5,-44.4
20201004,S37000020,All,d,Surgery,,100,133.5,-25.1
20201004,S37000022,All,d,All,d,52,60,-13.3
20201004,S37000022,All,d,Medical (excl. Cardiology & Cancer),,23,34,-32.4
20201004,S37000022,All,d,Medical (incl. Cardiology & Cancer),,24,35.5,-32.4
20201004,S37000022,All,d,Surgery,,25,21,19
20201004,S37000024,All,d,All,d,373,491.5,-24.1
20201004,S37000024,All,d,Cardiology,,9,17.5,-48.6
20201004,S37000024,All,d,Gynaecology,,17,18,-5.6
20201004,S37000024,All,d,Medical (excl. Cardiology & Cancer),,213,229.5,-7.2
20201004,S37000024,All,d,Medical (incl. Cardiology & Cancer),,223,253,-11.9
20201004,S37000024,All,d,Paediatrics (medical & surgical),,19,38,-50
20201004,S37000024,All,d,Paediatrics (medical),,18,33.5,-46.3
20201004,S37000024,All,d,Surgery,,110,178.5,-38.4
20201004,S37000025,All,d,All,d,282,332.5,-15.2
20201004,S37000025,All,d,Cardiology,,26,21.5,20.9
20201004,S37000025,All,d,Community,,19,20,-5
20201004,S37000025,All,d,Medical (excl. Cardiology & Cancer),,119,142.5,-16.5
20201004,S37000025,All,d,Medical (incl. Cardiology & Cancer),,149,170,-12.4
20201004,S37000025,All,d,Paediatrics (medical & surgical),,18,36,-50
20201004,S37000025,All,d,Paediatrics (medical),,18,34.5,-47.8
20201004,S37000025,All,d,Surgery,,95,104.5,-9.1
20201004,S37000026,All,d,All,d,43,49,-12.2
20201004,S37000026,All,d,Medical (excl. Cardiology & Cancer),,25,21,19
20201004,S37000026,All,d,Medical (incl. Cardiology & Cancer),,26,24.5,6.1
20201004,S37000026,All,d,Surgery,,17,21.5,-20.9
20201004,S37000027,All,d,Accident & Emergency,,8,13.5,-40.7
20201004,S37000027,All,d,All,d,336,406,-17.2
20201004,S37000027,All,d,Medical (excl. Cardiology & Cancer),,216,235.5,-8.3
20201004,S37000027,All,d,Medical (incl. Cardiology & Cancer),,219,241,-9.1
20201004,S37000027,All,d,Paediatrics (medical & surgical),,20,39,-48.7
20201004,S37000027,All,d,Paediatrics (medical),,20,39,-48.7
20201004,S37000027,All,d,Surgery,,89,111.5,-20.2
20201004,S37000028,All,d,All,d,798,938,-14.9
20201004,S37000028,All,d,Cancer,,9,6,50
20201004,S37000028,All,d,Cardiology,,37,36,2.8
20201004,S37000028,All,d,Gynaecology,,22,20.5,7.3
